,Package.Name,bugs,majorBugs,criticalBugs,highPriorityBugs,nonTrivialBugs,N,A,Ce,Ca,I,D,Rsw,PackageName,IC,AC,BCFI,SAVI,NPPI,PPI,MMI,PackageName,IPCI,IIPUD,IIPED,PF,IPSC
27,org.apache.lucene.benchmark,0,0,0,0,0,5,1.5,5,2,0.714285714,1.214285714,0,org.apache.lucene.benchmark,0.985915493,0.8,1,0.989305556,1,0,0,org.apache.lucene.benchmark,0.972222222,0.75,1,0,1
28,org.apache.lucene.benchmark.byTask,0,0,0,0,0,4,0,12,4,0.75,0.25,0,org.apache.lucene.benchmark.byTask,1,0,1,1,1,0,0,org.apache.lucene.benchmark.byTask,0.944444444,0.178571429,1,0,1
29,org.apache.lucene.benchmark.byTask.feeds,1,0,0,0,0,19,0.357142857,13,4,0.764705882,0.121848739,0.1,org.apache.lucene.benchmark.byTask.feeds,1,0.315789474,1,0.971831443,0.8625,0,1,org.apache.lucene.benchmark.byTask.feeds,0.944444444,0.171052632,1,0,1
30,org.apache.lucene.benchmark.byTask.programmatic,0,0,0,0,0,1,0,6,0,0,1,0,org.apache.lucene.benchmark.byTask.programmatic,1,0,1,1,0.846153846,0,0,org.apache.lucene.benchmark.byTask.programmatic,1,0.428571429,1,0,0
31,org.apache.lucene.benchmark.byTask.stats,0,0,0,0,0,3,0,4,2,0.666666667,0.333333333,0,org.apache.lucene.benchmark.byTask.stats,1,0.333333333,1,1,1,0,0,org.apache.lucene.benchmark.byTask.stats,0.972222222,0.75,1,0,1
32,org.apache.lucene.benchmark.byTask.tasks,1,0,0,0,0,38,0.085714286,14,4,0.777777778,0.136507937,0.1,org.apache.lucene.benchmark.byTask.tasks,1,0,1,0.970303637,0.965317919,0,0,org.apache.lucene.benchmark.byTask.tasks,0.944444444,0.125,1,0,1
33,org.apache.lucene.benchmark.byTask.utils,0,0,0,0,0,4,0,7,6,0.538461538,0.461538462,0,org.apache.lucene.benchmark.byTask.utils,1,0.75,1,1,0.967741935,0,0,org.apache.lucene.benchmark.byTask.utils,0.916666667,0.625,1,0,1
34,org.apache.lucene.benchmark.quality,0,0,0,0,0,6,0.5,12,2,0.857142857,0.357142857,0,org.apache.lucene.benchmark.quality,1,0.666666667,1,0.989583333,1,0,0.076923077,org.apache.lucene.benchmark.quality,0.972222222,0.204081633,1,0,1
35,org.apache.lucene.benchmark.quality.trec,0,0,0,0,0,4,0,6,1,0.857142857,0.142857143,0,org.apache.lucene.benchmark.quality.trec,1,0,1,1,1,0.3,0,org.apache.lucene.benchmark.quality.trec,0.986111111,0.407407407,1,0,1
36,org.apache.lucene.benchmark.quality.utils,0,0,0,0,0,4,0,11,2,0.846153846,0.153846154,0,org.apache.lucene.benchmark.quality.utils,1,0,1,1,1,0.076923077,0,org.apache.lucene.benchmark.quality.utils,0.972222222,0.173611111,1,0,1
37,org.apache.lucene.benchmark.standard,0,0,0,0,0,3,0,14,1,0.933333333,0.066666667,0,org.apache.lucene.benchmark.standard,0.666666667,0,1,0.888888889,0.987179487,0.684210526,0,org.apache.lucene.benchmark.standard,0.986111111,0.133333333,1,0,1
38,org.apache.lucene.benchmark.stats,0,0,0,0,0,5,0,8,2,0.8,0.2,0,org.apache.lucene.benchmark.stats,1,0.6,1,0.817638889,1,0,0,org.apache.lucene.benchmark.stats,0.972222222,0.4375,1,0,1
39,org.apache.lucene.benchmark.utils,0,0,0,0,0,2,0,7,0,0,1,0,org.apache.lucene.benchmark.utils,1,0.5,1,1,1,0,0,org.apache.lucene.benchmark.utils,1,0.444444444,1,0,0
40,org.apache.lucene.demo,0,0,0,0,0,6,0,11,2,0.846153846,0.153846154,0,org.apache.lucene.demo,1,0,1,1,1,0,0,org.apache.lucene.demo,0.972222222,0.16875,1,0,1
41,org.apache.lucene.demo.html,0,0,0,0,0,11,0.1,3,2,0.6,0.3,0,org.apache.lucene.demo.html,1,0.971830986,1,0.921237948,1,0,0,org.apache.lucene.demo.html,0.972222222,1,1,0,1
42,org.apache.lucene.document,1,0,0,0,0,16,0.230769231,10,32,0.238095238,0.531135531,0.1,org.apache.lucene.document,0.75,0.549295775,1,0.957139757,0.941176471,0,0.112676056,org.apache.lucene.document,0.555555556,0.266666667,1,0,1
43,org.apache.lucene.index,49,0,0,0,0,181,0.206666667,16,37,0.301886792,0.491446541,4.9,org.apache.lucene.index,0.70718232,0.38121547,0.970754717,0.956602935,0.929241877,0,0.241811847,org.apache.lucene.index,0.486111111,0.125925926,0.444444444,0,1
44,org.apache.lucene.index.memory,1,0,0,0,0,7,0,15,1,0.9375,0.0625,0.1,org.apache.lucene.index.memory,0.714285714,0.142857143,1,0.976403061,0.976190476,0.042857143,0,org.apache.lucene.index.memory,0.986111111,0.181818182,1,0,1
45,org.apache.lucene.misc,0,0,0,0,0,10,0,11,0,0,1,0,org.apache.lucene.index.store,0,0,0,1,0.857142857,0,0,org.apache.lucene.index.store,1,0.230769231,1,0,0
46,org.apache.lucene.queryParser,1,0,0,0,0,12,0.2,11,20,0.35483871,0.44516129,0.1,org.apache.lucene.misc,0.7,0.2,1,0.958125,0.98019802,0,0,org.apache.lucene.misc,1,0.191919192,0.666666667,0,0
47,org.apache.lucene.queryParser.analyzing,0,0,0,0,0,3,0,8,0,0,1,0,org.apache.lucene.queryParser,0.75,0.583333333,0.777777778,0.95069836,0.966824645,0,0,org.apache.lucene.queryParser,0.722222222,0.191919192,1,0,1
48,org.apache.lucene.queryParser.precedence,0,0,0,0,0,9,0.285714286,10,0,0,0.714285714,0,org.apache.lucene.queryParser.analyzing,0.333333333,0,0.75,1,1,0.076923077,0,org.apache.lucene.queryParser.analyzing,1,0.325,0.75,0,0
49,org.apache.lucene.queryParser.surround.parser,0,0,0,0,0,8,0.333333333,4,1,0.8,0.133333333,0,org.apache.lucene.queryParser.precedence,1,0.777777778,1,0.934532449,0.991869919,0,0,org.apache.lucene.queryParser.precedence,1,0.244444444,1,0,0
50,org.apache.lucene.queryParser.surround.query,0,0,0,0,0,22,0.222222222,12,1,0.923076923,0.145299145,0,org.apache.lucene.queryParser.surround.parser,1,0.875,1,0.931911058,0.978021978,0,0,org.apache.lucene.queryParser.surround.parser,0.986111111,1,1,0,1
51,org.apache.lucene.search,12,0,0,0,0,158,0.153284672,17,37,0.314814815,0.531900514,1.2,org.apache.lucene.queryParser.surround.query,1,0.272727273,1,0.995179063,0.981818182,0,0,org.apache.lucene.queryParser.surround.query,0.986111111,0.181818182,1,0,1
52,org.apache.lucene.search.function,1,0,0,0,0,16,0.333333333,11,0,0,0.666666667,0.1,org.apache.lucene.search,0.721518987,0.291139241,0.937910395,0.967140698,0.915915916,0.008143322,0.157360406,org.apache.lucene.search,0.486111111,0.141826923,0.666666667,0,1
53,org.apache.lucene.search.highlight,0,0,0,0,0,27,0.173913043,16,1,0.941176471,0.115089514,0,org.apache.lucene.search.function,0.8125,0.0625,0.877777778,0.966992188,0.93,0.036764706,0,org.apache.lucene.search.function,1,0.166666667,0.75,0,0
54,org.apache.lucene.search.payloads,0,0,0,0,0,4,0,9,1,0.9,0.1,0,org.apache.lucene.search.highlight,0.888888889,0.518518519,1,0.967326818,0.975609756,0.010050251,0,org.apache.lucene.search.highlight,0.986111111,0.120454545,0.666666667,0,1
55,org.apache.lucene.search.regex,0,0,0,0,0,9,0.285714286,13,0,0,0.714285714,0,org.apache.lucene.search.payloads,0.5,0,1,0.931423611,0.981481481,0,0,org.apache.lucene.search.payloads,0.986111111,0.195402299,0.75,0,1
56,org.apache.lucene.search.similar,0,0,0,0,0,3,0,10,1,0.909090909,0.090909091,0,org.apache.lucene.search.regex,0.666666667,0.333333333,0.722222222,1,0.893617021,0.1,0,org.apache.lucene.search.regex,1,0.161458333,0.666666667,0,0
57,org.apache.lucene.search.spans,2,0,0,0,0,21,0.166666667,13,9,0.590909091,0.242424242,0.2,org.apache.lucene.search.similar,0.666666667,0,1,1,1,0.016393443,0,org.apache.lucene.search.similar,0.986111111,0.212962963,1,0,1
58,org.apache.lucene.search.spell,1,0,0,0,0,14,0.166666667,10,0,0,0.833333333,0.1,org.apache.lucene.search.spans,0.666666667,0.095238095,0.833333333,0.98141062,0.887254902,0.098425197,0.254237288,org.apache.lucene.search.spans,0.875,0.135135135,0.625,0,1
59,org.apache.lucene.store,13,0,0,0,0,43,0.194444444,15,32,0.319148936,0.486406619,1.3,org.apache.lucene.search.spell,0.928571429,0.642857143,1,0.980867347,0.953846154,0,0,org.apache.lucene.search.spell,1,0.210526316,1,0,0
60,org.apache.lucene.store.db,0,0,0,0,0,8,0,6,0,0,1,0,org.apache.lucene.store,0.837209302,0.549295775,0.968,0.974113064,0.858757062,0,0.430555556,org.apache.lucene.store,0.555555556,0.222222222,1,0,1
61,org.apache.lucene.store.instantiated,5,0,0,0,0,14,0,10,0,0,1,0.5,org.apache.lucene.store.db,0.5,0.75,1,0.9375,0.957446809,0.559322034,0,org.apache.lucene.store.db,1,0.6,1,0,0
62,org.apache.lucene.store.je,0,0,0,0,0,7,0,5,0,0,1,0,org.apache.lucene.store.instantiated,0.857142857,0.285714286,1,0.959537982,0.874371859,0.440251572,0,org.apache.lucene.store.instantiated,1,0.201388889,1,0,0
63,org.apache.lucene.swing.models,0,0,0,0,0,14,0,15,0,0,1,0,org.apache.lucene.store.je,0.428571429,0.714285714,1,0.922959184,0.953488372,0.596491228,0,org.apache.lucene.store.je,1,1,1,0,0
64,org.apache.lucene.util,0,0,0,0,0,26,0.181818182,8,17,0.32,0.498181818,0,org.apache.lucene.swing.models,1,0.857142857,1,0.99556928,1,0,0,org.apache.lucene.swing.models,1,0.230769231,1,0,0
65,org.apache.lucene.util.cache,0,0,0,0,0,4,0.333333333,3,1,0.75,0.083333333,0,org.apache.lucene.util,0.802816901,0.615384615,0.944444444,0.994524573,0.97260274,0.032653061,0,org.apache.lucene.util,0.763888889,0.4,1,0,1
66,org.apache.lucene.wikipedia.analysis,0,0,0,0,0,3,0,5,0,0,1,0,org.apache.lucene.util.cache,1,0.985915493,1,1,1,0,0.666666667,org.apache.lucene.util.cache,0.986111111,1,1,0,1
67,org.apache.lucene.wordnet,0,0,0,0,0,3,0,9,0,0,1,0,org.apache.lucene.wikipedia.analysis,0.666666667,0,1,0.911138523,0.961538462,0,0,org.apache.lucene.wikipedia.analysis,1,1,1,0,0
68,org.apache.lucene.xmlparser,0,0,0,0,0,11,0.222222222,18,1,0.947368421,0.169590643,0,org.apache.lucene.wordnet,1,0,1,0.911111111,0.954545455,0,0,org.apache.lucene.wordnet,1,0.21875,1,0,0
69,org.apache.lucene.xmlparser.builders,0,0,0,0,0,24,0.090909091,11,1,0.916666667,0.007575758,0,org.apache.lucene.xmlparser,0.985915493,0.454545455,1,0.988842975,0.965116279,0,0.115942029,org.apache.lucene.xmlparser,0.986111111,0.149305556,1,0,1
71,org.apache.regexp,0,0,0,0,0,2,0,0,1,0,1,0,org.apache.lucene.xmlparser.builders,1,0.041666667,1,1,0.97260274,0,0,org.apache.lucene.xmlparser.builders,0.986111111,0.166666667,1,0,1
72,org.tartarus.snowball,0,0,0,0,0,3,0.5,3,2,0.6,0.1,0,org.apache.regexp,1,0.985915493,1,1,1,0,0,org.apache.regexp,0.986111111,1,1,0,1
73,org.tartarus.snowball.ext,0,0,0,0,0,19,0,2,0,0,1,0,org.tartarus.snowball,0.980552712,0.971830986,1,0.846064815,1,0,0,org.tartarus.snowball,0.972222222,1,1,0,1
74,org.apache.lucene.index.store,0,0,0,0,0,1,0,8,0,0,1,0,org.tartarus.snowball.ext,0,0,1,1,1,0,0,org.tartarus.snowball.ext,1,1,1,0,0
